last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,FiF,Dir,Mig,species_comments,near_ocean
05:07.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,19,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,"Hardie Park/Cayucos Creek (Ocean Ave Bridge to Hwy 1 Bridge), Cayucos",L4933631,H,35.4518225,-120.9062489,3/16/18,8:11:00,obsr7509,S43697484,Traveling,P22,EBIRD,58,0.274,NA,1,1,,0,1,0,,"95% cloud cover, 1-3 mph SE wind, 50*F; I parked in the paved lot on the northern side of the park and walked toward the ocean along the eastern side of the creek to just short of the Ocean Ave Bridge over Cayucos Creek and back. The eBird Android app calculated the total distance traveled at 0.64 mile. Using Google Earth, I calculated the one-way distance at 0.17 mile.",NA,,NA,"Singing, 16 perched together on utility wires",TRUE
06:06.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,NA,,,Cloisters Community Park,L486964,H,35.3897511,-120.8609828,5/12/18,7:22:00,obsr7509,S45590304,Traveling,P22,EBIRD,118,2.736,NA,1,1,,0,1,0,,"100% low clouds, 1-3 mph wind, 53*F;  I parked in the paved lot at the west end of Azure Street and walked the paved trail from there to then turned left and walked the trail around the pond. After checking the from the wood deck in the southwest corner of the pond, I walked south along the paved trail to the high school. I turned west and walked the trail to the dunes and then turned around and walked the trail to the bike/pedestrian trail just west of Hwy 1. I continued along that trail back to the park and pond and turned left and continued my clockwise walk around the pond with another check from the wooden deck overlook. After walking the west side of the pond I rejoined my original route and continued to the car. The eBird Android phone app calculated the total distance traveled at 2.2 mile. Using Google Earth, I calculated the total one-way distance at 1.7 mile.",NA,,NA,Singing,TRUE
47:03.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Luis Obispo,US-CA-079,,32,,,Pismo Beach Golf Course,L4985029,P,35.1260002,-120.6334243,6/30/18,6:40:00,obsr7509,S46909712,Traveling,P22,EBIRD,25,0.241,NA,1,1,,0,1,0,,"100% cloud cover, 1-3 mph wind, 56*F; I parked by Jim Lomax along Park Ave. We stood and talked while scanning the golf course for the Little Blue Heron reported there yesterday.",NA,,NA,singing,TRUE
21:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay,L577154,P,37.4576906,-122.4379921,8/4/06,,obsr54836,S3995807,Incidental,P20,EBIRD,NA,NA,NA,NA,1,,0,1,0,,,NA,,NA,"high count, south HMB.",TRUE
21:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,14,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay,L577154,P,37.4576906,-122.4379921,9/14/06,,obsr54836,S3995799,Incidental,P20,EBIRD,NA,NA,NA,NA,1,,0,1,0,,,NA,,NA,"High number, 14 from our house to Poplar and hwy 1.",TRUE
21:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay,L577154,P,37.4576906,-122.4379921,12/18/06,,obsr54836,S3995745,Incidental,P20,EBIRD,NA,NA,NA,NA,1,,0,1,0,,,NA,,NA,Poplar Ave.,TRUE
21:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay,L577154,P,37.4576906,-122.4379921,5/20/07,,obsr54836,S3995780,Incidental,P20,EBIRD,NA,NA,NA,NA,1,,0,1,0,,,NA,,NA,"Various parts of the city, more common than Rock Dove now.",TRUE
21:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay,L577154,P,37.4576906,-122.4379921,7/29/07,,obsr54836,S3995767,Incidental,P20,EBIRD,NA,NA,NA,NA,1,,0,1,0,,,NA,,NA,now common all over town,TRUE
21:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,18,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Redondo Beach Rd.,L576627,H,37.4392244,-122.4427986,8/21/08,,obsr54836,S5880651,Incidental,P20,EBIRD,NA,NA,NA,1,1,,0,1,0,,,NA,,NA,in one flock!,TRUE
36:45.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,"Unknown Sex, Adult (12)",United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pescadero,L711862,P,37.2521596,-122.3828888,5/12/09,10:10:00,obsr90708,S4968702,Traveling,P22,EBIRD,20,0.805,NA,1,1,,0,1,0,,"checked areas of North St and Stage Road, driving and on foot",NA,,NA,included 1 sitting on a nest in a Monterey pine along North St to teh east of teh elementary school; also 4 calling,TRUE
38:27.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,13,,,"Unknown Sex, Adult (10); Unknown Sex, Juvenile (3)",United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,BBS 14-319 Stop 37,L744758,P,37.25013,-122.36948,7/13/09,17:30:00,obsr90708,S5167615,Stationary,P21,EBIRD,10,NA,NA,NA,1,,0,1,0,,,NA,,NA,"my high count for this specific area, but species is regular in this spot",TRUE
55:04.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,32,,,"Unknown Sex, Adult (27); Unknown Sex, Juvenile (5)",United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pescadero,L711862,P,37.2521596,-122.3828888,7/13/09,16:30:00,obsr90708,S5167604,Traveling,P22,EBIRD,30,1.207,NA,1,1,,0,1,1,,walked along Old Stage Road and North Road and drove Pescadero Road,NA,,NA,"tally from various spots, mostly 1-4 in a spot, but one group of 11; my high count from Pescadero",TRUE
48:25.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,26,,,"Unknown Sex, Adult (24); Unknown Sex, Juvenile (2)",United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pescadero,L711862,P,37.2521596,-122.3828888,7/1/09,18:00:00,obsr90708,S5136281,Traveling,P22,EBIRD,40,0.644,NA,NA,1,,0,1,1,,walked along Stage Road and North St,NA,,NA,2 fresh juv.,TRUE
47:39.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,11,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Bean Hollow Road 6,L765232,P,37.2296364,-122.4054395,8/5/09,9:04:00,obsr90708,S5225359,Stationary,P21,EBIRD,5,NA,NA,1,1,,0,1,0,,5 min. unlimited distance point count,NA,,NA,"3 calling, 4 courting",TRUE
00:32.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,28,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Fitzgerald Marine Reserve--Moss Beach,L1324041,H,37.5243013,-122.5176251,10/12/09,11:35:00,obsr46074,S5431666,Traveling,P22,EBIRD,155,1.931,NA,2,1,,0,1,1,,,NA,,NA,feeding in a yard near Moss Beach Distillery,TRUE
33:57.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,42,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Highway 1 - Pescadero Road to Bean Hollow SB,L915929,P,37.2487863,-122.4170816,5/28/10,17:56:00,obsr90708,S6477471,Stationary,P21,EBIRD,3,NA,NA,1,1,,0,1,1,,near coastside houses south of Pescadero Road,NA,,NA,large gathering on wires,TRUE
58:36.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay,L577154,P,37.4576906,-122.4379921,10/8/10,,obsr54836,S6980396,Incidental,P20,EBIRD,NA,NA,NA,NA,1,,0,1,0,,,NA,,NA,Alsace-Lorraine and Valdez,TRUE
28:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pillar Point Harbor,L242192,H,37.4975376,-122.4906063,10/7/10,,obsr54836,S6980439,Incidental,P20,EBIRD,NA,NA,NA,NA,1,,0,1,1,,,NA,,NA,Alsace-Lorraine and Valdez,TRUE
34:14.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,25,,,,United States,US,California,US-CA,San Mateo,US-CA-081,US-CA_154,NA,,,Pacific Shores (end of Seaport Blvd),L553158,P,37.5141683,-122.1966147,1/13/12,16:30:00,obsr86410,S9579950,Traveling,P22,EBIRD,40,3.219,NA,1,1,,0,1,1,,Driving with occassional stops from port to end of Seaport Blvd,NA,,NA,Large group roosting a roof of building at the port area,TRUE
34:52.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,28,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Coyote Point County Park,L247966,H,37.590627,-122.321788,2/4/13,9:25:00,obsr46074,S13588813,Traveling,P22,EBIRD,285,4.828,NA,2,1,,0,1,1,,,NA,,NA,"26 were on a utility tower near the Peninsula Humane Society bldgs, at the north end of the park, seen from the Promenade Trail",TRUE
48:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,19,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Sweetwood Group Camp,L1397177,H,37.4827924,-122.448522,5/7/13,9:00:00,obsr173455,S14027524,Traveling,P22,EBIRD,150,0.322,NA,1,1,,0,1,0,,,NA,,NA,have observed large numbers roosting in the same place over the last 2 weeks,TRUE
33:59.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay SB--Venice Beach and Pilarcitos Creek Mouth,L329541,H,37.4805116,-122.4513388,9/7/13,8:15:00,obsr294172,S15115449,Traveling,P22,EBIRD,60,0.402,NA,16,1,,0,1,0,,"Location includes nearby section of Venice Beach Road.  Sequoia AS walk led by Malia DeFelice <br />Submitted from BirdLog NA for iOS, version 1.6.2, with great expenditure of time and ultimately near-futile effort, yielding an initially ""accepted"" total of 8 species; edited on eBird at home.",NA,,NA,more collared-doves present than other dove species,TRUE
10:52.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,37,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay SB--Venice Beach and Pilarcitos Creek Mouth,L329541,H,37.4805116,-122.4513388,9/8/13,9:20:00,obsr46074,S15183594,Traveling,P22,EBIRD,50,0.483,NA,6,1,,0,1,1,,,NA,,NA,"32 on power lines above the trail from Wave St to the beach, others nearby",TRUE
42:33.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,76,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Sanchez Creek Lagoon,L379792,H,37.5882548,-122.3480415,1/2/14,12:54:00,obsr115521,S16188191,Traveling,P22,EBIRD,49,2.414,NA,1,1,,0,1,1,,"<br />Submitted from BirdLog NA for iOS, version 1.6.1",NA,,NA,"72 perched together on power poles, plus the rest singles",TRUE
10:52.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay SB--Venice Beach and Pilarcitos Creek Mouth,L329541,H,37.4805116,-122.4513388,4/9/14,12:05:00,obsr273117,S17817859,Traveling,P22,EBIRD,26,0.805,NA,1,1,,0,1,0,,Submitted from  BirdLog NA for Android v1.9.3,NA,,NA,Loose flock seen at nearby homes.,TRUE
32:28.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pescadero Marsh,L459755,H,37.2647635,-122.4048615,8/15/14,9:30:00,obsr24619,S19476762,Traveling,P22,EBIRD,60,0.805,NA,1,1,,0,1,0,,"From Water Lane entrance. Low overcast cleared over period, 61F at outset, air calm. Back end of trail very overgrown with plenty of poison oak encroaching & shoulder-high weeds. No visible current in creek.",NA,,NA,On farm fence at preserve entrance,TRUE
46:15.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay SB--Venice Beach and Pilarcitos Creek Mouth,L329541,H,37.4805116,-122.4513388,9/27/14,12:00:00,obsr333259,S19993222,Traveling,P22,EBIRD,60,1.609,NA,1,1,,0,1,0,,"Walked from end of Venice Beach Rd to about 1/2 mile south, and back.",NA,,NA,Flock hanging around horse farm above beach.,TRUE
32:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,11,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pescadero Marsh,L459755,H,37.2647635,-122.4048615,9/28/14,8:30:00,obsr24619,S19973544,Traveling,P22,EBIRD,50,0.402,NA,1,1,,0,1,0,,"From Warer Lane entrance. Very active at beginning of period, much less so by end. 63F on arrival with low overcast. Calm.",NA,,NA,along entry road,TRUE
55:41.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,13,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,"Casa Del Mar, Half Moon Bay",L1357194,P,37.4773057,-122.4441129,4/22/15,9:40:00,obsr173455,S23009491,Stationary,P21,EBIRD,60,NA,NA,1,1,,0,1,0,,,NA,,NA,"including 2 ""white"" ones",TRUE
55:41.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,"Casa Del Mar, Half Moon Bay",L1357194,P,37.4773057,-122.4441129,6/2/15,8:35:00,obsr173455,S23752278,Stationary,P21,EBIRD,80,NA,NA,1,1,,0,1,0,,,NA,,NA,There has been a large flock of 40 -60 birds in our neighborhood lately,TRUE
57:23.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,17,,,,United States,US,California,US-CA,San Mateo,US-CA-081,US-CA_154,32,,,Coyote Point County Park--harbor and marsh,L997003,H,37.5886459,-122.3152274,7/19/15,16:55:00,obsr282116,S24351487,Traveling,P22,EBIRD,60,0.805,NA,1,1,,0,1,0,,,NA,,NA,feeding on ground by pge station,TRUE
03:46.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Pillar Pt.--bluffs,L782553,H,37.508645,-122.5033414,12/29/15,14:30:00,obsr366993,S26520680,Traveling,P22,EBIRD,90,3.219,NA,2,1,,0,1,0,,,NA,,NA,On and around backyard feeder,TRUE
05:35.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pillar Point Harbor,L242192,H,37.4975376,-122.4906063,4/30/16,10:40:00,obsr54836,S29317374,Traveling,P22,EBIRD,117,3.219,NA,2,1,,0,1,0,,"With Jeff Skevington <br />Submitted from eBird for iOS, version 1.1.5 Build 44",NA,,NA,Two very pale birds.,TRUE
46:07.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,32,,,Pescadero--ag fields south of Pescadero Creek Rd. / west of town,L1057987,H,37.2478212,-122.3931026,1/2/17,10:52:00,obsr16674,S33397849,Stationary,P21,EBIRD,8,NA,NA,1,1,,0,1,0,,,NA,,NA,Singing all the time these birds were so happy,TRUE
10:52.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,50,,,,United States,US,California,US-CA,San Mateo,US-CA-081,,NA,,,Half Moon Bay SB--Venice Beach and Pilarcitos Creek Mouth,L329541,H,37.4805116,-122.4513388,3/14/17,15:30:00,obsr235247,S35192013,Stationary,P21,EBIRD,45,NA,NA,2,1,,0,1,0,,With Peter Metropulos,NA,,NA,Large flock in the trees,TRUE
